"NomBan","NomAlb","Descrip","Imagen","TipoAlb","EnLista","Anio","Mes","Dia","NumEscuchasMax","LinkSpotify","LinkAmazon","Duracion"
"Amon Amarth","Twilight of the Thunder God",NULL,NULL,NULL,"SI","2008",NULL,NULL,"0",NULL,NULL,NULL
"Amon Amarth","Versus the World",NULL,NULL,NULL,"SI","2002",NULL,NULL,"0",NULL,NULL,NULL
"Amon Amarth","With Oden on Our Side",NULL,NULL,NULL,"SI","2006",NULL,NULL,"0",NULL,NULL,NULL
"Amorphis","Am Universum",NULL,NULL,NULL,"SI","2001",NULL,NULL,"0",NULL,NULL,NULL
"Amorphis","Eclipse",NULL,NULL,NULL,"SI","2006",NULL,NULL,"0",NULL,NULL,NULL
"Amorphis","Elegy",NULL,NULL,NULL,"SI","1996",NULL,NULL,"0",NULL,NULL,NULL
"Amorphis","Queen of Time",NULL,NULL,NULL,"SI","2018",NULL,NULL,"0",NULL,NULL,NULL
"Amorphis","Silent Waters",NULL,NULL,NULL,"SI","2007",NULL,NULL,"0",NULL,NULL,NULL
"Amorphis","Skyforger",NULL,NULL,NULL,"SI","2009",NULL,NULL,"0",NULL,NULL,NULL
"Amorphis","Tales from the Thousand Lakes",NULL,NULL,NULL,"SI","1994",NULL,NULL,"0",NULL,NULL,NULL
"Amorphis","Under the Red Cloud",NULL,NULL,NULL,"SI","2015",NULL,NULL,"0",NULL,NULL,NULL
"Anathema","A Natural Disaster",NULL,NULL,NULL,"SI","2003",NULL,NULL,"0",NULL,NULL,NULL
"Anathema","Alternative 4",NULL,NULL,NULL,"SI","1998",NULL,NULL,"0",NULL,NULL,NULL
"Anathema","Eternity",NULL,NULL,NULL,"SI","1996",NULL,NULL,"0",NULL,NULL,NULL
"Anathema","Judgement",NULL,NULL,NULL,"SI","1999",NULL,NULL,"0",NULL,NULL,NULL
"Anathema","The Silent Enigma",NULL,NULL,NULL,"SI","1995",NULL,NULL,"0",NULL,NULL,NULL
"Anathema","We're Here Because We're Here",NULL,NULL,NULL,"SI","2010",NULL,NULL,"0",NULL,NULL,NULL
"Anathema","Weather Systems",NULL,NULL,NULL,"SI","2012",NULL,NULL,"0",NULL,NULL,NULL
"Angel Witch","Angel Witch",NULL,NULL,NULL,"SI","1980",NULL,NULL,"0",NULL,NULL,NULL
"Angel Witch","Give It Some Tickle",NULL,NULL,NULL,"SI","1981",NULL,NULL,"0",NULL,NULL,NULL
"Angra","Angels Cry",NULL,NULL,NULL,"SI","1993",NULL,NULL,"0",NULL,NULL,NULL
"Angra","Holy Land",NULL,NULL,NULL,"SI","1996",NULL,NULL,"0",NULL,NULL,NULL
"Angra","Rebirth",NULL,NULL,NULL,"SI","2001",NULL,NULL,"0",NULL,NULL,NULL
"Angra","Temple of Shadows",NULL,NULL,NULL,"SI","2004",NULL,NULL,"0",NULL,NULL,NULL
"Animals as Leaders","Animals as Leaders",NULL,NULL,NULL,"SI","2009",NULL,NULL,"0",NULL,NULL,NULL
"Animals as Leaders","The Joy of Motion",NULL,NULL,NULL,"SI","2014",NULL,NULL,"0",NULL,NULL,NULL
"Animals as Leaders","The Madness of Many",NULL,NULL,NULL,"SI","2016",NULL,NULL,"0",NULL,NULL,NULL
"Animals as Leaders","Weightless",NULL,NULL,NULL,"SI","2011",NULL,NULL,"0",NULL,NULL,NULL
"Annihilator","Alice in Hell",NULL,NULL,NULL,"SI","1989",NULL,NULL,"0",NULL,NULL,NULL
"Annihilator","Feast",NULL,NULL,NULL,"SI","2013",NULL,NULL,"0",NULL,NULL,NULL
"Annihilator","King of the Kill",NULL,NULL,NULL,"SI","1994",NULL,NULL,"0",NULL,NULL,NULL
"Annihilator","Never, Neverland",NULL,NULL,NULL,"SI","1990",NULL,NULL,"0",NULL,NULL,NULL
"Annihilator","Set the World on Fire",NULL,NULL,NULL,"SI","1993",NULL,NULL,"0",NULL,NULL,NULL
"Anthrax","Among the Living",NULL,NULL,NULL,"SI","1987",NULL,NULL,"0",NULL,NULL,NULL
"Anthrax","Attack of the Killer B's",NULL,NULL,NULL,"SI","1991",NULL,NULL,"0",NULL,NULL,NULL
"Anthrax","Fistful of Metal",NULL,NULL,NULL,"SI","1984",NULL,NULL,"0",NULL,NULL,NULL
"Anthrax","For All Kings",NULL,NULL,NULL,"SI","2016",NULL,NULL,"0",NULL,NULL,NULL
"Anthrax","I'm the Man",NULL,NULL,NULL,"SI","1987",NULL,NULL,"0",NULL,NULL,NULL
"Anthrax","Persistence of Time",NULL,NULL,NULL,"SI","1990",NULL,NULL,"0",NULL,NULL,NULL
"Anthrax","Sound of White Noise",NULL,NULL,NULL,"SI","1993",NULL,NULL,"0",NULL,NULL,NULL
"Anthrax","Spreading the Disease",NULL,NULL,NULL,"SI","1985",NULL,NULL,"0",NULL,NULL,NULL
"Anthrax","State of Euphoria",NULL,NULL,NULL,"SI","1988",NULL,NULL,"0",NULL,NULL,NULL
"Anthrax","Worship Music",NULL,NULL,NULL,"SI","2011",NULL,NULL,"0",NULL,NULL,NULL
"Anvil","Hard 'n' Heavy",NULL,NULL,NULL,"SI","1981",NULL,NULL,"0",NULL,NULL,NULL
"Anvil","Metal on Metal",NULL,NULL,NULL,"SI","1982",NULL,NULL,"0",NULL,NULL,NULL
"Apocalyptica","7th Symphony",NULL,NULL,NULL,"SI","2010",NULL,NULL,"0",NULL,NULL,NULL
"Apocalyptica","Apocalyptica",NULL,NULL,NULL,"SI","2005",NULL,NULL,"0",NULL,NULL,NULL
"Apocalyptica","Cult",NULL,NULL,NULL,"SI","2000",NULL,NULL,"0",NULL,NULL,NULL
"Apocalyptica","Inquisition Symphony",NULL,NULL,NULL,"SI","1998",NULL,NULL,"0",NULL,NULL,NULL
"Apocalyptica","Plays Metallica by Four Cellos",NULL,NULL,NULL,"SI","1996",NULL,NULL,"0",NULL,NULL,NULL
"Apocalyptica","Worlds Collide",NULL,NULL,NULL,"SI","2007",NULL,NULL,"0",NULL,NULL,NULL
"Arch Enemy","Anthems of Rebellion",NULL,NULL,NULL,"SI","2003",NULL,NULL,"0",NULL,NULL,NULL
"Arch Enemy","Black Earth",NULL,NULL,NULL,"SI","1996",NULL,NULL,"0",NULL,NULL,NULL
"Arch Enemy","Burning Bridges",NULL,NULL,NULL,"SI","1999",NULL,NULL,"0",NULL,NULL,NULL
"Arch Enemy","Doomsday Machine",NULL,NULL,NULL,"SI","2005",NULL,NULL,"0",NULL,NULL,NULL
"Arch Enemy","Khaos Legions",NULL,NULL,NULL,"SI","2011",NULL,NULL,"0",NULL,NULL,NULL
"Arch Enemy","Rise of the Tyrant",NULL,NULL,NULL,"SI","2007",NULL,NULL,"0",NULL,NULL,NULL
"Arch Enemy","Wages of Sin",NULL,NULL,NULL,"SI","2001",NULL,NULL,"0",NULL,NULL,NULL
"Arch Enemy","War Eternal",NULL,NULL,NULL,"SI","2014",NULL,NULL,"0",NULL,NULL,NULL
"Arch Enemy","Will to Power",NULL,NULL,NULL,"SI","2017",NULL,NULL,"0",NULL,NULL,NULL
"Architects","All Our Gods Have Abandoned Us",NULL,NULL,NULL,"SI","2016",NULL,NULL,"0",NULL,NULL,NULL
"Architects","Daybreaker",NULL,NULL,NULL,"SI","2012",NULL,NULL,"0",NULL,NULL,NULL
"Architects","Hollow Crown",NULL,NULL,NULL,"SI","2009",NULL,NULL,"0",NULL,NULL,NULL
"Architects","Holy Hell",NULL,NULL,NULL,"SI","2018",NULL,NULL,"0",NULL,NULL,NULL
"Architects","Lost Forever // Lost Together",NULL,NULL,NULL,"SI","2014",NULL,NULL,"0",NULL,NULL,NULL
"Architects","The Here and Now",NULL,NULL,NULL,"SI","2011",NULL,NULL,"0",NULL,NULL,NULL
"Arkona","Goi, Rode, Goi!",NULL,NULL,NULL,"SI","2009",NULL,NULL,"0",NULL,NULL,NULL
"Arkona","Khram",NULL,NULL,NULL,"SI","2018",NULL,NULL,"0",NULL,NULL,NULL
"Arkona","Ot Serdtsa k Nebu",NULL,NULL,NULL,"SI","2007",NULL,NULL,"0",NULL,NULL,NULL
"Arkona","Slovo",NULL,NULL,NULL,"SI","2011",NULL,NULL,"0",NULL,NULL,NULL
"Arkona","Stenka na Stenku",NULL,NULL,NULL,"SI","2011",NULL,NULL,"0",NULL,NULL,NULL
"Arkona","Vo Slavu Velikim!",NULL,NULL,NULL,"SI","2005",NULL,NULL,"0",NULL,NULL,NULL
"Arkona","Vozrozhdeniye",NULL,NULL,NULL,"SI","2004",NULL,NULL,"0",NULL,NULL,NULL
"Arkona","Yav",NULL,NULL,NULL,"SI","2014",NULL,NULL,"0",NULL,NULL,NULL
"As I Lay Dying","An Ocean Between Us",NULL,NULL,NULL,"SI","2007",NULL,NULL,"0",NULL,NULL,NULL
"As I Lay Dying","Frail Words Collapse",NULL,NULL,NULL,"SI","2003",NULL,NULL,"0",NULL,NULL,NULL
"As I Lay Dying","Shadows Are Security",NULL,NULL,NULL,"SI","2005",NULL,NULL,"0",NULL,NULL,NULL
"As I Lay Dying","Shaped by Fire",NULL,NULL,NULL,"SI","2019",NULL,NULL,"0",NULL,NULL,NULL
"As I Lay Dying","The Powerless Rise",NULL,NULL,NULL,"SI","2010",NULL,NULL,"0",NULL,NULL,NULL
"Asking Alexandria","Asking Alexandria",NULL,NULL,NULL,"SI","2017",NULL,NULL,"0",NULL,NULL,NULL
"Asking Alexandria","From Death to Destiny",NULL,NULL,NULL,"SI","2013",NULL,NULL,"0",NULL,NULL,NULL
"Asking Alexandria","Reckless & Relentless",NULL,NULL,NULL,"SI","2011",NULL,NULL,"0",NULL,NULL,NULL
"Asking Alexandria","Stand Up and Scream",NULL,NULL,NULL,"SI","2009",NULL,NULL,"0",NULL,NULL,NULL
"Asking Alexandria","The Black",NULL,NULL,NULL,"SI","2016",NULL,NULL,"0",NULL,NULL,NULL
"At the Gates","At War with Reality",NULL,NULL,NULL,"SI","2014",NULL,NULL,"0",NULL,NULL,NULL
"At the Gates","Slaughter of the Soul",NULL,NULL,NULL,"SI","1995",NULL,NULL,"0",NULL,NULL,NULL
"At the Gates","Terminal Spirit Disease",NULL,NULL,NULL,"SI","1994",NULL,NULL,"0",NULL,NULL,NULL
"Atreyu","A Death-Grip On Yesterday",NULL,NULL,NULL,"SI","2006",NULL,NULL,"0",NULL,NULL,NULL
"Atreyu","In Our Wake",NULL,NULL,NULL,"SI","2018",NULL,NULL,"0",NULL,NULL,NULL
"Atreyu","Lead Sails Paper Anchor",NULL,NULL,NULL,"SI","2007",NULL,NULL,"0",NULL,NULL,NULL
"Atreyu","Suicide Notes and Butterfly Kisses",NULL,NULL,NULL,"SI","2002",NULL,NULL,"0",NULL,NULL,NULL
"Atreyu","The Curse",NULL,NULL,NULL,"SI","2004",NULL,NULL,"0",NULL,NULL,NULL
"August Burns Red","Constellations",NULL,NULL,NULL,"SI","2009",NULL,NULL,"0",NULL,NULL,NULL
"August Burns Red","Found in Far Away Places",NULL,NULL,NULL,"SI","2015",NULL,NULL,"0",NULL,NULL,NULL
"August Burns Red","Leveler",NULL,NULL,NULL,"SI","2011",NULL,NULL,"0",NULL,NULL,NULL
"August Burns Red","Lost Messengers: The Outtakes",NULL,NULL,NULL,"SI","2009",NULL,NULL,"0",NULL,NULL,NULL
"August Burns Red","Messengers",NULL,NULL,NULL,"SI","2007",NULL,NULL,"0",NULL,NULL,NULL
"August Burns Red","Phantom Anthem",NULL,NULL,NULL,"SI","2017",NULL,NULL,"0",NULL,NULL,NULL
"August Burns Red","Rescue & Restore",NULL,NULL,NULL,"SI","2013",NULL,NULL,"0",NULL,NULL,NULL
"Avantasia","Ghostlights",NULL,NULL,NULL,"SI","2016",NULL,NULL,"0",NULL,NULL,NULL
"Avantasia","Lost in Space Pt. I EP",NULL,NULL,NULL,"SI","2007",NULL,NULL,"0",NULL,NULL,NULL
"Avantasia","Moonglow",NULL,NULL,NULL,"SI","2019",NULL,NULL,"0",NULL,NULL,NULL
"Avantasia","The Metal Opera, Pt. I",NULL,NULL,NULL,"SI","2001",NULL,NULL,"0",NULL,NULL,NULL
"Avantasia","The Metal Opera, Pt. II",NULL,NULL,NULL,"SI","2002",NULL,NULL,"0",NULL,NULL,NULL
"Avantasia","The Scarecrow",NULL,NULL,NULL,"SI","2008",NULL,NULL,"0",NULL,NULL,NULL
"Avantasia","The Wicked Symphony",NULL,NULL,NULL,"SI","2010",NULL,NULL,"0",NULL,NULL,NULL
"Avatar","Avatar",NULL,NULL,NULL,"SI","2009",NULL,NULL,"0",NULL,NULL,NULL
"Avatar","Avatar Country",NULL,NULL,NULL,"SI","2018",NULL,NULL,"0",NULL,NULL,NULL
"Avatar","Black Waltz",NULL,NULL,NULL,"SI","2012",NULL,NULL,"0",NULL,NULL,NULL
"Avatar","Feathers & Flesh",NULL,NULL,NULL,"SI","2016",NULL,NULL,"0",NULL,NULL,NULL
"Avatar","Hail the Apocalypse",NULL,NULL,NULL,"SI","2014",NULL,NULL,"0",NULL,NULL,NULL
"Avenged Sevenfold","Avenged Sevenfold",NULL,NULL,NULL,"SI","2007",NULL,NULL,"0",NULL,NULL,NULL
"Avenged Sevenfold","City of Evil",NULL,NULL,NULL,"SI","2005",NULL,NULL,"0",NULL,NULL,NULL
"Avenged Sevenfold","Hail to the King",NULL,NULL,NULL,"SI","2013",NULL,NULL,"0",NULL,NULL,NULL
"Avenged Sevenfold","Nightmare",NULL,NULL,NULL,"SI","2010",NULL,NULL,"0",NULL,NULL,NULL
"Avenged Sevenfold","Waking the Fallen",NULL,NULL,NULL,"SI","2003",NULL,NULL,"0",NULL,NULL,NULL
"Baroness","Blue Record",NULL,NULL,NULL,"SI","2009",NULL,NULL,"0",NULL,NULL,NULL
"Baroness","Gold & Grey",NULL,NULL,NULL,"SI","2019",NULL,NULL,"0",NULL,NULL,NULL
"Baroness","Purple",NULL,NULL,NULL,"SI","2015",NULL,NULL,"0",NULL,NULL,NULL
"Baroness","Red Album",NULL,NULL,NULL,"SI","2007",NULL,NULL,"0",NULL,NULL,NULL
"Baroness","Yellow & Green",NULL,NULL,NULL,"SI","2012",NULL,NULL,"0",NULL,NULL,NULL
"Bathory","Bathory",NULL,NULL,NULL,"SI","1984",NULL,NULL,"0",NULL,NULL,NULL
"Bathory","Blood Fire Death",NULL,NULL,NULL,"SI","1988",NULL,NULL,"0",NULL,NULL,NULL
"Bathory","Blood on Ice",NULL,NULL,NULL,"SI","1996",NULL,NULL,"0",NULL,NULL,NULL
"Bathory","Hammerheart",NULL,NULL,NULL,"SI","1990",NULL,NULL,"0",NULL,NULL,NULL
"Bathory","Jubileum Volume III",NULL,NULL,NULL,"SI","1998",NULL,NULL,"0",NULL,NULL,NULL
"Bathory","Northland I",NULL,NULL,NULL,"SI","2002",NULL,NULL,"0",NULL,NULL,NULL
"Bathory","Northland II",NULL,NULL,NULL,"SI","2003",NULL,NULL,"0",NULL,NULL,NULL
"Bathory","The Return……",NULL,NULL,NULL,"SI","1985",NULL,NULL,"0",NULL,NULL,NULL
"Bathory","Twilight of the Gods",NULL,NULL,NULL,"SI","1991",NULL,NULL,"0",NULL,NULL,NULL
"Bathory","Under the Sign of the Black Mark",NULL,NULL,NULL,"SI","1987",NULL,NULL,"0",NULL,NULL,NULL
"Battle Beast","Battle Beast",NULL,NULL,NULL,"SI","2013",NULL,NULL,"0",NULL,NULL,NULL
"Battle Beast","Bringer of Pain",NULL,NULL,NULL,"SI","2017",NULL,NULL,"0",NULL,NULL,NULL
"Battle Beast","No More Hollywood Endings",NULL,NULL,NULL,"SI","2019",NULL,NULL,"0",NULL,NULL,NULL
"Battle Beast","Steel",NULL,NULL,NULL,"SI","2011",NULL,NULL,"0",NULL,NULL,NULL
"Battle Beast","Unholy Savior",NULL,NULL,NULL,"SI","2015",NULL,NULL,"0",NULL,NULL,NULL
"Behemoth","Demigod",NULL,NULL,NULL,"SI","2004",NULL,NULL,"0",NULL,NULL,NULL
"Behemoth","Evangelion",NULL,NULL,NULL,"SI","2009",NULL,NULL,"0",NULL,NULL,NULL
"Behemoth","Satanica",NULL,NULL,NULL,"SI","1999",NULL,NULL,"0",NULL,NULL,NULL
"Behemoth","The Apostasy",NULL,NULL,NULL,"SI","2007",NULL,NULL,"0",NULL,NULL,NULL
"Behemoth","The Satanist",NULL,NULL,NULL,"SI","2014",NULL,NULL,"0",NULL,NULL,NULL
"Between the Buried and Me","Alaska",NULL,NULL,NULL,"SI","2005",NULL,NULL,"0",NULL,NULL,NULL
"Between the Buried and Me","Automata I",NULL,NULL,NULL,"SI","2018",NULL,NULL,"0",NULL,NULL,NULL
"Between the Buried and Me","Colors",NULL,NULL,NULL,"SI","2007",NULL,NULL,"0",NULL,NULL,NULL
"Between the Buried and Me","Coma Ecliptic",NULL,NULL,NULL,"SI","2015",NULL,NULL,"0",NULL,NULL,NULL
"Between the Buried and Me","The Great Misdirect",NULL,NULL,NULL,"SI","2009",NULL,NULL,"0",NULL,NULL,NULL
"Between the Buried and Me","The Parallax II: Future Sequence",NULL,NULL,NULL,"SI","2012",NULL,NULL,"0",NULL,NULL,NULL
"Between the Buried and Me","The Silent Circus",NULL,NULL,NULL,"SI","2003",NULL,NULL,"0",NULL,NULL,NULL
"Black Label Society","1919 Eternal",NULL,NULL,NULL,"SI","2002",NULL,NULL,"0",NULL,NULL,NULL
"Black Label Society","Catacombs of the Black Vatican",NULL,NULL,NULL,"SI","2014",NULL,NULL,"0",NULL,NULL,NULL
"Black Label Society","Mafia",NULL,NULL,NULL,"SI","2005",NULL,NULL,"0",NULL,NULL,NULL
"Black Label Society","Shot to Hell",NULL,NULL,NULL,"SI","2006",NULL,NULL,"0",NULL,NULL,NULL
"Black Label Society","Sonic Brew",NULL,NULL,NULL,"SI","1999",NULL,NULL,"0",NULL,NULL,NULL
"Black Label Society","The Blessed Hellride",NULL,NULL,NULL,"SI","2003",NULL,NULL,"0",NULL,NULL,NULL
"Black Sabbath","13",NULL,NULL,NULL,"SI","2013",NULL,NULL,"0",NULL,NULL,NULL
"Black Sabbath","Black Sabbath",NULL,NULL,NULL,"SI","1970",NULL,NULL,"0",NULL,NULL,NULL
"Black Sabbath","Heaven & Hell",NULL,NULL,NULL,"SI","1980",NULL,NULL,"0",NULL,NULL,NULL
"Black Sabbath","Master of Reality",NULL,NULL,NULL,"SI","1971",NULL,NULL,"0",NULL,NULL,NULL
"Black Sabbath","Paranoid",NULL,NULL,NULL,"SI","1970",NULL,NULL,"0",NULL,NULL,NULL
"Black Sabbath","Sabbath Bloody Sabbath",NULL,NULL,NULL,"SI","1973",NULL,NULL,"0",NULL,NULL,NULL
"Black Sabbath","Vol. 4",NULL,NULL,NULL,"SI","1972",NULL,NULL,"0",NULL,NULL,NULL
"Black Veil Brides","Black Veil Brides",NULL,NULL,NULL,"SI","2014",NULL,NULL,"0",NULL,NULL,NULL
