"""Goliath"" es el nuevo álbum de Kataklysm";"El disco aborda las ""estructuras de poder sin precedentes que luchan por el control de nuestras vidas""";"Nuclear Blast Records editará el 11 de agosto de 2023, el 15º álbum del grupo canadiense de Death Metal Melódico KATAKLYSM, ""Goliath"".

El disco ha sido grabado en los estudios JFD de Dallas (Texas) y Studio City (California), así como en The Cabin de Orlando (Florida), por Jean-François Dagenais, que también se ha encargado de la producción y la ingeniería del álbum. Para la mezcla y la masterización, la banda contó de nuevo con Chris Clancy y la ayuda de Colin Richardson.";"Heavy Metal";https://thisdayinmetal.com/content/images/2023/05/IMG_2101.jpeg;2023;5;20;19
"""Phantomime"", el nuevo EP de Ghost";"Cuenta con versiones de Iron Maiden, Tina Turner y más artistas";"GHOST ha lanzado su EP de versiones ""Phantomime"". El trabajo ha salido hoy, 19 de mayo de 2023, a través de Loma Vista Recordings.

Este EP de versiones contiene canciones de IRON MAIDEN, TELEVISION, Tina Turner y THE STRANGLERS. El primer anticipo fue la interpretación de los suecos del tema de GENESIS ""Jesus He Loves Me"", mientras que después apareció ""The Phantom Of The Opera"" de MAIDEN. El grupo también desveló cómo se hizo la portada del EP.";"Heavy Metal";https://www.udiscovermusic.com/wp-content/uploads/2023/04/Ghost-Jimmy-Hubbard-copy.jpg;2023;5;19;28
"Angelus Apatrida publica su propio documental ""28 Months Later""";"La banda de Thrash Metal contará en su nuevo documental cómo sobrevivió a la pandemia";"Los albaceteños ANGELUS APATRIDA están dando forma a un documental llamado ""28 Months Later"", un nombre que hace un guiño a las películas ""28 Días Después"" y ""28 Semanas Después"". Este proyecto audiovisual lleva por subtítulo ""A Post-Pandemic Metal Documentary"", y en él la banda repasará sus últimos tiempos después de la pandemia de Covid.";"Heavy Metal";https://mariskalrock.com/wp-content/uploads/2023/05/angelus-apatrida-documental-28-months-later.jpg;2023;5;11;3
"Avatar comparte Lyric Video con Lzzy Hale";"Los visionarios del heavy metal ‘n’ roll, oscuro y loco conocidos colectivamente como AVATAR – vocalista Johannes Eckerström, guitarristas Jonas Jarlsby y Tim Öhrström, bajista Henrik Sandelin, y el baterista John Alfredsson – han dado a conocer otra pista de su próxima obra maestra y noveno álbum Dance Devil Dance, que sale el 17 de febrero a través de Black Waltz Records, distribuido por Thirty Tigers..";"La banda ha compartido la nueva canción «Violence No Matter What», un potente dueto con la inimitable Lzzy Hale.

El cantante de AVATAR, Johannes Eckerström, comenta: «Violence No Matter What» trata de «una cosa y sólo una cosa. Está bien debatir, luchar y pensar de forma diferente. Pero hay un límite, y la línea debe trazarse en la autoridad sostenida con violencia, una visión del mundo que no puede sobrevivir sin enemigos, un retorno prometido a una gloria anterior fabricada». La canción es un dúo con la cantante Lzzy Hale. Sobre la canción dice: «»Violence No Matter What» fue una pieza tan inspiradora en la que participar. Muchas gracias a los chicos por darme la oportunidad de expresar mi angustia contra los horrores de este mundo a través de una canción tan brillante».";"Heavy Metal";https://metalcry.com/wp-content/uploads/2023/01/AVATAR-Band-scaled.jpeg;2023;1;30;21
"Machine Head, cabezas de cartel de Graspop Metal Meeting 2023";"Machine Head acaban de ser incorporados al cartel de Graspop Metal Meeting 2023 como headliner junto a GOJIRA, DISTURBED…, así lo anuncia la propia banda en sus redes sociales. Los estadounidenses vuelven a Dessel después de más de una década.";"El festival se celebrará los días 15, 16, 17 y 18 de junio en el municipio belga.

Además ya están confirmados IN FLAMES, KREATOR, DEF LEPPARD, MOTLEY CRUE, SLIPKNOT, ARCH ENEMY,… Aún quedan novedades por desvelar… ¡el cartel no está cerrado!";"Heavy Metal";https://metalcry.com/wp-content/uploads/2022/10/MACHINE-HEAD--768x565.jpg;2023;3;31;17
"Pantera, Ghost y Slipknot, cabezas de cartel del Resurrection Fest 2023";"Resurrection Fest Estrella Galicia 2023 se celebrará lo días 28, 29 y 30 de junio y el 1 de julio de 2023 en Viveiro, Lugo.";"PANTERA, GHOST y SLIPKNOT serán los cabezas de cartel del Resurrection Fest 2023, que se completa con otros grupos y artistas como POWERWOLF, LACUNA COIL, EVILE, WIND ROSE, DIABULUS IN MUSICA, IMPERIAL TRIUMPHANT, PAPA ROACH, BUTCHER BABIES…";"Heavy Metal";https://metalcry.com/wp-content/uploads/2022/11/316815318_6264638260219457_2615314019580532996_n-scaled.jpg;2022;11;30;32
"Paul Di'Anno opina sobre la versión de Ghost de ""Phantom Of The Opera""";"Quien fuera vocalista de la banda británica no se cortó a la hora de expresar su opinión acerca de la canción que ha publicado el grupo sueco versionando a su antigua formación.";"A pesar de que ha habido buenas críticas en la red y en los medios de la versión de Ghost de «Phantom Of The Opera», no a todo el mundo le ha gustado. De hecho, nada más y nada menos que a uno de los músicos que ha sido parte de Iron Maiden no le ha gustado nada precisamente, y es que el vocalista Paul Di’Anno, que estuvo en las filas de los ingleses, no se cortó a la hora de valorar la cover.";"Heavy Metal";https://www.themetalcircus.com/wp-content/uploads/2023/05/ghost-paul-dianno-1020x574.png;2023;5;22;15
