"NomBan","NomAlb","NomCan","Estrellas"
"The Dillinger Escape Plan","Option Paralysis","Farewell, Mona Lisa","2"
"Theatre of Tragedy","Aégis","Angelique","1"
"Theatre of Tragedy","Aégis","Aoede","0"
"Theatre of Tragedy","Aégis","Cassandra","3"
"Theatre of Tragedy","Aégis","Lorelei","2"
"Theatre of Tragedy","Aégis","Poppæa","0"
"Theatre of Tragedy","Aégis","Siren","3"
"Theatre of Tragedy","Aégis","Venus","3"
"Theatre of Tragedy","Storm","Storm","2"
"Theatre of Tragedy","Theatre of Tragedy","...A Distance There Is...","2"
"Theatre of Tragedy","Theatre of Tragedy","A Hamlet for a Slothful Vassal","0"
"Theatre of Tragedy","Velvet Darkness They Fear","And When He Falleth","3"
"Theatre of Tragedy","Velvet Darkness They Fear","On Whom the Moon Doth Shine","0"
"Theatre of Tragedy","Virago","Der Tanz der Schatten","2"
"Therion","Deggial","O Fortuna","0"
"Therion","Gothic Kabbalah","Son of the Staves of Time","1"
"Therion","Lemuria","Lemuria","2"
"Therion","Secret of the Runes","SummerNight City","3"
"Therion","Sirius B","Son of the Sun","2"
"Therion","Theli","Cults of the Shadow","0"
"Therion","Theli","To Mega Therion","3"
"Therion","Vovin","Birth of Venus Illegitima","3"
"Therion","Vovin","Clavicula Nox","1"
"Therion","Vovin","The Rise of Sodom and Gomorrah","3"
"Therion","Vovin","Wine of Aluqah","0"
"Thin Lizzy","Bad Reputation","Bad Reputation","0"
"Thin Lizzy","Bad Reputation","Dancing in the Morning","2"
"Thin Lizzy","Black Rose","Sarah","0"
"Thin Lizzy","Black Rose","Waiting for an Alibi","2"
"Thin Lizzy","Jailbreak","Cowboy Song","2"
"Thin Lizzy","Jailbreak","Emerald","1"
"Thin Lizzy","Jailbreak","Jailbreak","3"
"Thin Lizzy","Jailbreak","The Boys Are Back in Town","3"
"Thin Lizzy","Johnny The Fox","Don't Believe a Word","2"
"Thin Lizzy","Nightlife","Still in Love with You","1"
"Thin Lizzy","Vagabonds of The Western World","The Rocker","0"
"Thin Lizzy","Vagabonds of The Western World","Whiskey in the Jar","3"
"Three Days Grace","Human","Fallen Angel","0"
"Three Days Grace","Human","I Am Machine","0"
"Three Days Grace","Human","Painkiller","0"
"Three Days Grace","Life Starts Now","Break","1"
"Three Days Grace","One-X","Animal I Have Become","3"
"Three Days Grace","One-X","Get Out Alive","0"
"Three Days Grace","One-X","Never Too Late","3"
"Three Days Grace","One-X","Pain","2"
"Three Days Grace","One-X","Riot","2"
"Three Days Grace","One-X","Time of Dying","2"
"Three Days Grace","Three Days Grace","Home","1"
"Three Days Grace","Three Days Grace","I Hate Everything About You","3"
"Three Days Grace","Three Days Grace","Just Like You","2"
"Thy Art is Murder","Dear Desolation","Puppet Master","1"
"Thy Art is Murder","Dear Desolation","Slaves Beyond Death","2"
"Thy Art is Murder","Dear Desolation","The Son of Misery","0"
"Thy Art is Murder","Hate","Dead Sun","1"
"Thy Art is Murder","Hate","Infinite Forms","0"
"Thy Art is Murder","Hate","Reign of Darkness","3"
"Thy Art is Murder","Hate","Shadow of Eternal Sin","1"
"Thy Art is Murder","Hate","The Purest Strain of Hate","3"
"Thy Art is Murder","Holy War","Holy War","3"
"Thy Art is Murder","Holy War","Light Bearer","1"
"Thy Art is Murder","Human Target","Death Squad Anthem","0"
"Thy Art is Murder","Human Target","Human Target","1"
"Thy Art is Murder","Human Target","Make America Hate Again","1"
"Thy Art is Murder","Human Target","New Gods","0"
"Thy Art is Murder","Infinite Death EP","Whore to a Chainsaw","2"
"Thy Art is Murder","The Adversary","Laceration Penetration","0"
"Thy Art is Murder","The Adversary","Soldiers of Immortality","0"
"Tiamat","A Deeper Kind of Slumber","Cold Seed","0"
"Tiamat","Clouds","In a Dream","0"
"Tiamat","Clouds","The Sleeping Beauty","2"
"Tiamat","Judas Christ","Vote for Love","2"
"Tiamat","Prey","Cain","2"
"Tiamat","Skeleton Skeletron","Brighter Than the Sun","2"
"Tiamat","Wildhoney","Do You Dream of Me?","3"
"Tiamat","Wildhoney","Gaia","3"
"Tiamat","Wildhoney","The Ar","1"
"Tiamat","Wildhoney","Whatever That Hurts","3"
"Tiamat","Wildhoney","Wildhoney","0"
"Tool","10,000 Days","Jambi","0"
"Tool","10,000 Days","The Pot","2"
"Tool","10,000 Days","Vicarious","2"
"Tool","AEnima","Aenima","2"
"Tool","AEnima","Forty Six & 2","3"
"Tool","AEnima","Stinkfist","3"
"Tool","Fear Inoculum","Fear Inoculum","2"
"Tool","Fear Inoculum","Pneuma","2"
"Tool","Lateralus","Lateralus","2"
"Tool","Lateralus","Parabola","1"
"Tool","Lateralus","Schism","3"
"Tool","Undertow","Sober","3"
"Tristania","Beyond the Veil","A Sequel of Decay","2"
"Tristania","Beyond the Veil","Angina","0"
"Tristania","Beyond the Veil","Beyond the Veil","3"
"Tristania","Rubicon","Year of the Rat","2"
"Tristania","Widow's Weeds","Angellore","1"
"Tristania","Widow's Weeds","December Elegy","0"
"Tristania","Widow's Weeds","Evenfall","2"
"Tristania","Widow's Weeds","My Lost Lenore","3"
"Tristania","World of Glass","Deadlocked","2"
"Tristania","World of Glass","Tender Trip on Earth","2"
"Tristania","World of Glass","The Shining Path","0"
"Tristania","World of Glass","World of Glass","1"
"Trivium","Ascendancy","A Gunshot to the Head of Trepidation","2"
"Trivium","Ascendancy","Dying in Your Arms","2"
"Trivium","Ascendancy","Like Light to the Flies","1"
"Trivium","Ascendancy","Pull Harder on the Strings of Your Martyr","3"
"Trivium","Ascendancy","Rain","0"
"Trivium","In Waves","In Waves","3"
"Trivium","Shogun","Down from the Sky","2"
"Trivium","Shogun","Shogun","1"
"Trivium","Shogun","Throes of Perdition","2"
"Trivium","Silence in the Snow","Until the World Goes Cold","2"
"Trivium","The Sin and the Sentence","Beyond Oblivion","0"
"Trivium","The Sin and the Sentence","The Heart from Your Hate","2"
"Trivium","The Sin and the Sentence","The Sin and the Sentence","1"
"Trivium","Vengeance Falls","Strife","2"
"Trouble","Manic Frustration","Come Touch the Sky","2"
"Trouble","Psalm 9","Assassin","3"
"Trouble","Psalm 9","Bastards Will Play","2"
"Trouble","Psalm 9","Endtime","0"
"Trouble","Psalm 9","Psalm 9","2"
"Trouble","Psalm 9","Revelation (Life or Death)","2"
"Trouble","Psalm 9","The Fall of Lucifer","2"
"Trouble","Psalm 9","The Tempter","3"
"Trouble","Psalm 9","Victim of the Insane","2"
"Trouble","Run to the Light","Run to the Light","0"
"Trouble","The Skull","Pray for the Dead","2"
"Trouble","Trouble","At the End of My Daze","2"
"Turisas","Battle Metal","As Torches Rise","0"
"Turisas","Battle Metal","Battle Metal","3"
"Turisas","Battle Metal","One More","2"
"Turisas","Stand Up and Fight","End of an Empire","0"
"Turisas","Stand Up and Fight","Hunting Pirates","2"
"Turisas","Stand Up and Fight","Stand Up and Fight","2"
"Turisas","Stand Up and Fight","Take the Day!","0"
"Turisas","Stand Up and Fight","The March of the Varangian Guard","2"
"Turisas","The Varangian Way","A Portage to the Unknown","0"
"Turisas","The Varangian Way","Miklagard Overture","1"
"Turisas","The Varangian Way","Rasputin","3"
"Turisas","The Varangian Way","To Holmgard and Beyond","3"
"Twisted Sister","Love Is for Suckers","Hot Love","0"
"Twisted Sister","Stay Hungry","Burn in Hell","2"
"Twisted Sister","Stay Hungry","I Wanna Rock","3"
"Twisted Sister","Stay Hungry","S.M.F.","0"
"Twisted Sister","Stay Hungry","Stay Hungry","2"
"Twisted Sister","Stay Hungry","The Price","3"
"Twisted Sister","Stay Hungry","We're Not Gonna Take It","3"
"Twisted Sister","Under the Blade","Shoot 'Em Down","0"
"Twisted Sister","Under the Blade","Under the Blade","2"
"Twisted Sister","You Can't Stop Rock 'N' Roll","I Am (I'm Me)","0"
"Twisted Sister","You Can't Stop Rock 'N' Roll","The Kids Are Back","2"
"Twisted Sister","You Can't Stop Rock 'N' Roll","You Can`t Stop Rock 'n' Roll","2"
"Type O Negative","Bloody Kisses","Black No. 1 (Little Miss Scare-All)","3"
"Type O Negative","Bloody Kisses","Christian Woman","3"
"Type O Negative","Bloody Kisses","Summer Breeze","1"
"Type O Negative","Life is Killing Me","Anesthesia","0"
"Type O Negative","Life is Killing Me","I Don't Wanna Be Me","2"
"Type O Negative","October Rust","Cinnamon Girl","2"
"Type O Negative","October Rust","Love You to Death","3"
"Type O Negative","October Rust","My Girlfriend's Girlfriend","2"
"Type O Negative","October Rust","Wolf Moon","2"
"Type O Negative","Slow, Deep and Hard","Unsuccessfully Coping with the Natural Beauty of Infidelity","2"
"Type O Negative","World Coming Down","Everything Dies","2"
"Týr","By the Light of the Northern Star","By the Sword in my Hand","2"
"Týr","By the Light of the Northern Star","Hold the Heathen Hammer High","3"
"Týr","By the Light of the Northern Star","Northern Gate","0"
"Týr","By the Light of the Northern Star","Tróndur í Gøtu","0"
"Týr","Eric the Red","Ramund Hin Unge","0"
"Týr","Eric the Red","Regin Smidur","2"
"Týr","Eric the Red","The Edge","0"
"Týr","Eric the Red","The Wild Rover","0"
"Týr","How Far to Asgaard","Hail to the Hammer","1"
"Týr","Land","Sinklars Vísa","1"
"Týr","The Lay of Thrym","Shadow of the Swastika","1"
"Týr","Valkyrja","Blood of Heroes","2"
"U.D.O.","Animal House","Animal House","2"
"U.D.O.","Animal House","In The Darkness","3"
"U.D.O.","Animal House","They Want War","3"
"U.D.O.","Dominator","Black and White","0"
"U.D.O.","Faceless World","Blitz of Lightning","0"
"U.D.O.","Faceless World","Future Land","0"
"U.D.O.","Faceless World","Heart of Gold","2"
"U.D.O.","Holy","Holy","0"
"U.D.O.","Man and Machine","Man and Machine","3"
"U.D.O.","Mastercutor","Mastercutor","0"
"U.D.O.","Mean Machine","Break the Rules","1"
"U.D.O.","Mission No. X","24/7","0"
"U.D.O.","Mission No. X","Cry Soldier Cry","1"
"U.D.O.","Rev-Raptor","I Give as Good as I Get","2"
"U.D.O.","Solid","Independence Day","1"
"U.D.O.","Steelfactory","One Heart One Soul","2"
"U.D.O.","Timebomb","Metal Eater","0"
"U.D.O.","Timebomb","Thunderforce","0"
"UFO","Force It","High Flyer","0"
"UFO","Force It","Let It Roll","1"
"UFO","Force It","Shoot Shoot","1"
"UFO","Lights Out","Lights Out","2"
"UFO","Lights Out","Love to Love","2"
"UFO","Lights Out","Too Hot to Handle","2"
"UFO","Lights Out","Try Me","0"
"UFO","No Heavy Petting","Natural Thing","0"
"UFO","Obsession","Only You Can Rock Me","3"
"UFO","Phenomenon","Doctor Doctor","3"
"UFO","Phenomenon","Rock Bottom","3"
"Uriah Heep","...Very 'Eavy Very 'Umble...","Bird of Prey","0"
"Uriah Heep","...Very 'Eavy Very 'Umble...","Gypsy","2"
"Uriah Heep","Demons and Wizards","Easy Livin'","3"
"Uriah Heep","Demons and Wizards","The Wizard","1"
"Uriah Heep","Fallen Angel","Come Back to Me","0"
"Uriah Heep","Firefly","Sympathy","1"
"Uriah Heep","Innocent Victim","Free Me","1"
"Uriah Heep","Look at Yourself","July Morning","3"
"Uriah Heep","Look at Yourself","Look at Yourself","1"
"Uriah Heep","Salisbury","Lady in Black","3"
"Uriah Heep","Sweet Freedom","Stealin'","2"
"Uriah Heep","The Magician's Birthday","Sunrise","0"
"Vader","De Profundis","Reborn in Flames","0"
"Vader","Go to Hell EP","Triumph of Death","3"
"Vader","Impressions in Blood","Helleluyah!!! (God Is Dead)","2"
"Vader","Impressions in Blood","Shadowfear","0"
"Vader","Litany","Cold Demons","2"
"Vader","Litany","Litany","0"
"Vader","Litany","Wings","2"
"Vader","Litany","Xeper","2"
"Vader","Necropolis","Black Metal","1"
"Vader","Necropolis","Devilizer","2"
"Vader","Necropolis","Fight Fire with Fire","1"
"Vader","The Art of War EP","This Is the War","3"
"Vader","The Ultimate Incantation","Dark Age","2"
"Vader","The Ultimate Incantation","Decapitated Saints","1"
"Vader","The Ultimate Incantation","Vicious Circle","0"
"Vader","Tibi et Igni","Go to Hell","0"
"Vader","Welcome to the Morbid Reich","Come and See My Sacrifice","0"
"Vader","Welcome to the Morbid Reich","I Am Who Feasts Upon Your Soul","0"
"Van Halen","1984","Hot for Teacher","3"
"Van Halen","1984","Jump","3"
"Van Halen","1984","Panama","3"
"Van Halen","5150","Dreams","1"
"Van Halen","5150","Why Can't This Be Love","2"
"Van Halen","Balance","Can't Stop Lovin' You","0"
"Van Halen","Fair Warning","Unchained","0"
"Van Halen","OU812","When It's Love","0"
"Van Halen","Van Halen","Ain't Talkin' 'Bout Love","2"
"Van Halen","Van Halen","Eruption","2"
"Van Halen","Van Halen","Runnin' with the Devil","2"
"Van Halen","Van Halen","You Really Got Me","2"
"Van Halen","Van Halen II","Dance the Night Away","1"
"Venom","Black Metal","Black Metal","3"
"Venom","Black Metal","Buried Alive","2"
"Venom","Black Metal","Countess Bathory","3"
"Venom","Black Metal","Don't Burn the Witch","2"
"Venom","Black Metal","Raise the Dead","1"
"Venom","Black Metal","To Hell and Back","0"
"Venom","Possessed","Nightmare","0"
"Venom","Welcome to Hell","In League with Satan","1"
"Venom","Welcome to Hell","Welcome to Hell","3"
"Venom","Welcome to Hell","Witching Hour","2"
"Volbeat","Beyond Hell/Above Heaven","A Warrior's Call","2"
"Volbeat","Beyond Hell/Above Heaven","Fallen","2"
"Volbeat","Beyond Hell/Above Heaven","Heaven nor Hell","2"
"Volbeat","Guitar Gangsters & Cadillac Blood","Guitar Gangsters & Cadillac Blood","1"
"Volbeat","Guitar Gangsters & Cadillac Blood","Hallelujah Goat","0"
"Volbeat","Guitar Gangsters & Cadillac Blood","Maybellene i hofteholder","1"
"Volbeat","Guitar Gangsters & Cadillac Blood","Still Countin","3"
"Volbeat","Outlaw Gentlemen & Shady Ladies","Doc Holliday","0"
"Volbeat","Outlaw Gentlemen & Shady Ladies","Lola Montez","2"
"Volbeat","Outlaw Gentlemen & Shady Ladies","The Hangman's Body Count","0"
"Volbeat","Rewind, Replay, Rebound","Die to Live","0"
"Volbeat","Rewind, Replay, Rebound","Last Day Under the Sun","0"
"Volbeat","Rewind, Replay, Rebound","Leviathan","0"
"Volbeat","Rock the Rebel/Metal the Devil","Radio Girl","0"
"Volbeat","Rock the Rebel/Metal the Devil","Sad Man's Tongue","3"
"Volbeat","Rock the Rebel/Metal the Devil","The Garden's Tale","1"
"Volbeat","Seal the Deal & Let's Boogie","For Evigt","1"
"Volbeat","Seal the Deal & Let's Boogie","The Devil's Bleeding Crown","1"
"W.A.S.P.","Dominator","Heaven's Hung in Black","0"
"W.A.S.P.","Golgotha","Miss You","0"
"W.A.S.P.","The Crimson Idol","Chainsaw Charlie","0"
"W.A.S.P.","The Crimson Idol","Hold on to My Heart","2"
"W.A.S.P.","The Crimson Idol","The Idol","2"
"W.A.S.P.","The Headless Children","Mean Man","0"
"W.A.S.P.","The Last Command","Blind in Texas","1"
"W.A.S.P.","The Last Command","Wild Child","3"
"W.A.S.P.","W.A.S.P.","Animal (Fuck Like a Beast)","2"
"W.A.S.P.","W.A.S.P.","I Wanna Be Somebody","3"
"W.A.S.P.","W.A.S.P.","L.O.V.E. Machine","2"
"W.A.S.P.","W.A.S.P.","On Your Knees","0"
"W.A.S.P.","W.A.S.P.","Sleeping (in the Fire)","1"
"Warlock","Burning the Witches","Burning the Witches","1"
"Warlock","Burning the Witches","Without You","0"
"Warlock","Triumph and Agony","All We Are","3"
"Warlock","Triumph and Agony","East Meets West","2"
"Warlock","Triumph and Agony","Für Immer","3"
"Warlock","Triumph and Agony","I Rule the Ruins","3"
"Warlock","Triumph and Agony","Kiss of Death","2"
"Warlock","Triumph and Agony","Make Time for Love","0"
"Warlock","Triumph and Agony","Metal Tango","2"
"Warlock","Triumph and Agony","Three Minute Warning","1"
"Warlock","Triumph and Agony","Touch of Evil","2"
"Warlock","True as Steel","Fight for Rock","0"
"Warlock","True as Steel","True as Steel","0"
"Warrant","Cherry Pie","Blind Faith","0"
"Warrant","Cherry Pie","Cherry Pie","3"
"Warrant","Cherry Pie","I Saw Red","2"
"Warrant","Cherry Pie","Mr. Rainmaker","2"
"Warrant","Cherry Pie","Sure Feels Good to Me","0"
"Warrant","Cherry Pie","Uncle Tom's Cabin","3"
"Warrant","Dirty Rotten Filthy Stinking Rich","32 Pennies","0"
"Warrant","Dirty Rotten Filthy Stinking Rich","Down Boys","2"
"Warrant","Dirty Rotten Filthy Stinking Rich","Heaven","3"
"Warrant","Dirty Rotten Filthy Stinking Rich","Sometimes She Cries","2"
"Warrant","Dog Eat Dog","The Bitter Pill","0"
"Watain","Casus Luciferi","Devil's Blood","1"
"Watain","Lawless Darkness","Malfeitor","3"
"Watain","Lawless Darkness","Reaping Death","2"
"Watain","Lawless Darkness","Waters of Ain","1"
"Watain","Sworn to the Dark","Legions of the Black Light","2"
"Watain","Sworn to the Dark","Satan's Hunger","2"
"Watain","Sworn to the Dark","Stellarvore","1"
"Watain","Sworn to the Dark","Storm of the Antichrist","0"
"Watain","Sworn to the Dark","Sworn to the Dark","1"
"Watain","The Wild Hunt","All That May Bleed","1"
"Watain","The Wild Hunt","Black Flames March","0"
"Watain","The Wild Hunt","Outlaw","2"
"Watain","The Wild Hunt","The Wild Hunt","0"
"Watain","The Wild Hunt","They Rode On","3"
"Watain","Trident Wolf Eclipse","Nuclear Alchemy","2"
"White Zombie","Astro-Creep: 2000","Blood, Milk, and Sky","2"
"White Zombie","Astro-Creep: 2000","Electric Head, Part 1: The Agony","0"
"White Zombie","Astro-Creep: 2000","Electric Head, Part 2: The Ecstasy","2"
"White Zombie","Astro-Creep: 2000","More Human than Human","3"
"White Zombie","Astro-Creep: 2000","Real Solution #9","0"
"White Zombie","Astro-Creep: 2000","Super-Charger Heaven","2"
"White Zombie","La Sexorcisto: Devil Music Volume One","Black Sunshine","2"
"White Zombie","La Sexorcisto: Devil Music Volume One","Cosmic Monster Inc.","1"
"White Zombie","La Sexorcisto: Devil Music Volume One","Soul-Crusher","1"
"White Zombie","La Sexorcisto: Devil Music Volume One","Thunder Kiss '65","3"
"White Zombie","La Sexorcisto: Devil Music Volume One","Welcome to Planet Motherfucker/Psychoholic Slag","1"
"Whitechapel","A New Era of Corruption","The Darkest Day of Man","2"
"Whitechapel","Mark of the Blade","Bring Me Home","0"
"Whitechapel","Mark of the Blade","Elitist Ones","2"
"Whitechapel","Our Endless War","Let Me Burn","1"
"Whitechapel","Our Endless War","Our Endless War","2"
"Whitechapel","Our Endless War","The Saw Is the Law","3"
"Whitechapel","The Somatic Defilement","Prostatic Fluid Asphyxiation","0"
"Whitechapel","The Somatic Defilement","Vicer Exciser","3"
"Whitechapel","The Valley","Brimstone","0"
"Whitechapel","The Valley","Hickory Creek","1"
"Whitechapel","The Valley","When a Demon Defiles a Witch","1"
