ID;ALIMENTO;C3;C4;C5;C6;C7;C8;C9;C10
03046;BABYFOOD,RAVIOLI,CHS FILLED,W/TOMATO SAU;99;76,5;3,6;2,2;16,3;0,589999974;0,1;1,4
03047;BABYFOOD,DINNER,BF NOODLE,STR;63;86,84;2,44;2,26;8,18;1,419999957;1,3;0,28
03048;BABYFOOD,MACARONI&CHS,TODD;83;81,7;3,5;2,6;11,2;0,790000021;0,5;1
03049;BABYFOOD,DINNER,BF&RICE,TODD;82;81,9;5;2,9;8,8;0;;1,4
03050;BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR;68;84,17;2,57;1,37;11,42;2,720000029;1,1;0,47
03051;BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,TODD;75;81,6;5,3;1;10,8;;;1,3
03052;BABYFOOD,DINNER,BF STEW,TODD;51;86,9;5,1;1,2;5,5;1,389999986;1,1;1,4
03053;BABYFOOD,DINNER,VEG&BF,STR;63;87,04;2,59;2,43;7,7;1,840000033;2,2;0,24
03054;BABYFOOD,DINNER,VEG&BF,JR;62;86,44;2,3;1,85;9;1,350000024;1,4;0,42
03055;BABYFOOD,DINNER,BF W/VEG;96;84,3;2,03;6,93;6,36;2,160000086;1,8;0,38
03059;BABYFOOD,DINNER,VEG&BACON,STR;71;85,75;1,92;2,95;8,81;1,769999981;1,7;0,4
03061;BABYFOOD,DINNER,VEG&HAM,STR;59;87,47;2,19;2,14;7,8;1,370000005;1,6;0,41
03062;BABYFOOD,DINNER,VEG&HAM,JR;60;87;2,02;1,89;8,65;0,99000001;1;0,45
03066;BABYFOOD,DINNER,VEG&LAMB,STR;52;88,6;2;2;6,9;0,939999998;1,1;0,5
03067;BABYFOOD,DINNER,VEG&LAMB,JR;51;88,6;2,1;1,7;7,1;0,939999998;1,1;0,5
03068;BABYFOOD,DINNER,CHICK NOODLE,STR;66;85,64;2,69;2,06;9,08;2,5;2,1;0,53
03069;BABYFOOD,DINNER,CHICK NOODLE,JR;55;87,25;2,37;1,18;8,79;1,070000052;0,9;0,41
03070;BABYFOOD,DINNER,CHICK SOUP,STR;50;89,1;1,6;1,7;7,2;1,720000029;1,1;0,4
03072;BABYFOOD,DINNER,CHICK STEW,TODD;78;83,3;5,2;3,7;6,4;1,679999948;0,6;1,4
03073;BABYFOOD,DINNER,VEG CHICK,STR;59;86,9;2,47;1,73;8,42;1,580000043;2,1;0,49
03075;BABYFOOD,DINNER,VEG,NOODLES&CHICK,STR;63;87,2;2;2,5;7,9;;1,1;0,4
03076;BABYFOOD,DINNER,VEG,NOODLES&CHICK,JR;64;86,2;1,7;2,2;9,1;;1,1;0,7
03077;BABYFOOD,DINNER,PASTA W/VEG;60;87,3;1,7;2,1;8,4;1,200000048;1,5;0,41
03079;BABYFOOD,DINNER,VEG&NOODLES&TURKEY,STR;44;90,3;1,2;1,2;6,8;;1,1;0,4
03081;BABYFOOD,DINNER,VEG&NOODLES&TURKEY,JR;52;88,7;1,8;1,5;7,6;;1,1;0,4
03082;BABYFOOD,DINNER,TURKEY&RICE,STR;52;88,22;2,27;1,24;7,94;1,659999967;0,9;0,33
03083;BABYFOOD,DINNER,TURKEY&RICE,JR;56;86,64;2,37;0,92;9,57;1,25;1;0,5
03084;BABYFOOD,DINNER,VEG&TURKEY,STR;48;88,82;2,32;0,9;7,62;1,539999962;1,5;0,35
03085;BABYFOOD,DINNER,VEG&TURKEY,JR;53;88,5;1,72;1,74;7,55;1,360000014;0,9;0,49
03086;BABYFOOD,DINNER,VEG&TURKEY,TODD;80;82,3;4,8;3,4;8;0;;1,4
03089;BABYFOOD,DINNER,MACARONI&CHS,STR;67;85,25;3,14;2,11;8,95;1,269999981;0,7;0,55
03090;BABYFOOD,DINNER,MACARONI&CHS,JR;61;86,5;2,6;2;8,2;1,320000052;0,3;0,7
03091;BABYFOOD,VEG,GRN BNS,STR;25;92;1,3;0,1;5,9;1,149999976;1,9;0,6
03092;BABYFOOD,VEG,GRN BNS,JR;25;92,5;1,2;0,1;5,7;1,080000043;1,9;0,4
03093;BABYFOOD,GRN BNS,DICES,TODD;29;92,6;1,2;0,2;5,7;1,059999943;1,3;0,4
03096;BABYFOOD,VEG,GRN BNS&POTATOES;63;86,2;2,2;1,9;9;2,349999905;1,4;0,7
03098;BABYFOOD,VEG,BEETS,STR;34;90,1;1,3;0,1;7,7;6,090000153;1,9;0,9
03099;BABYFOOD,VEG,CARROTS,STR;27;92,3;0,8;0,1;6;3,640000105;1,7;0,8
03100;BABYFOOD,VEG,CARROTS,JR;32;91;0,8;0,2;7,2;3,160000086;1,7;0,7
03104;BABYFOOD,VEG,SQUASH,STR;24;92,7;0,8;0,2;5,6;2,230000019;2,1;0,6
03105;BABYFOOD,VEG,SQUASH,JR;24;92,8;0,8;0,2;5,6;2,200000048;2,1;0,6
03108;BABYFOOD,VEG,SWT POTATOES,STR;57;84,8;1,1;0,1;13,2;4,050000191;1,5;0,8
03109;BABYFOOD,VEG,SWT POTATOES,JR;60;84,1;1,1;0,1;13,9;4,239999771;1,5;0,7
03112;BABYFOOD,POTATOES,TODDLER;52;86,8;1;0,1;11,73;0,910000026;0,9;0,37
03114;BABYFOOD,VEG,BUTTERNUT SQUASH&CORN;50;87,3;2;0,6;9,3;2,930000067;2;0,84
03115;BABYFOOD,APPLS,DICES,TODD;51;87,5;0,2;0,1;12,1;10,82999992;0,9;0,13
03116;BABYFOOD,FRUIT,APPLSAUC,STR;41;88,6;0,2;0,2;10,8;9,869999886;1,7;0,2
03117;BABYFOOD,FRUIT,APPLSAUC,JR;37;89,5;0;0;10,3;8,479999542;1,7;0,2
03118;BABYFOOD,FRUIT,APRICOT W/TAPIOCA,STR;60;83,1;0,3;0;16,3;1,409999967;1,5;0,3
03119;BABYFOOD,VEG,CORN,CRMD,STR;57;83,6;1,4;0,4;14,1;1,230000019;2,1;0,5
03120;BABYFOOD,VEG,CORN,CRMD,JR;65;81,4;1,4;0,4;16,25;1,480000019;2,1;0,55
03121;BABYFOOD,VEG,PEAS,STR;40;87,5;3,5;0,3;8,1;3,349999905;2,1;0,5
03122;BABYFOOD,PEAS,DICES,TODD;64;84,6;3,9;0,8;10,3;4,130000114;3,9;0,35
03127;BABYFOOD,VEG,SPINACH,CRMD,STR;37;89,6;2,5;1,3;5,7;2,329999924;1,8;1
03128;BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JR;63;82,1;0,3;0;17,3;1,399999976;1,5;0,4
03129;BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STR;57;84;0,4;0,1;15,3;0,379999995;1,6;0,3
03130;BABYFOOD,FRUIT,PEACHES,STR;56;84;0,2;0,2;15;12;1,5;0,3
03131;BABYFOOD,FRUIT,PEACHES W/SUGAR,JR;71;80,1;0,5;0,2;18,9;14,98999977;1,5;0,3
03132;BABYFOOD,FRUIT,PEARS,STR;41;88,4;0,3;0,2;10,8;6,980000019;3,6;0,3
03133;BABYFOOD,FRUIT,PEARS,JR;43;87,8;0,3;0,1;11,6;7,340000153;3,6;0,2
03134;BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STR;71;80;0,1;0;19,7;13,34000015;1,2;0,24
03135;BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JR;74;79,2;0,1;0;20,5;13,64000034;1,2;0,2
03136;BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STR;69;80,3;0,6;0,1;18,5;10,97000027;2,7;0,5
03137;BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JR;70;80,1;0,6;0,1;18,7;10,97000027;2,7;0,78
03139;BABYFOOD,PRUNES,WO/VIT C,STR;101;74,3;1;0,2;23,52;21,20999908;2,7;0,98
03140;BABYFOOD,FRUIT,MANGO W/TAPIOCA,STR;80;77,7;0,3;0,2;21,6;12,60000038;1;0,44
03141;BABYFOOD,PEARS,DICES,TODD;57;85,6;0,3;0,1;13,6;8,659999847;1,2;0,2
03142;BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR;44;87,7;0,2;0,2;11,64;9,25;1,8;0,26
03143;BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JR;47;86,9;0,2;0,2;12,4;8,720000267;1,8;0,24
03144;BABYFOOD,FRUIT,APPLSAUC&CHERRIES,STR;51;85,63;0;0;14,1;10,81000042;1,1;0,25
03145;BABYFOOD,FRUIT,APPLSAUC&CHERRIES,JR;51;85,6;0;0;14,1;10,60999966;1,1;0,3
03147;BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR;66;83,14;0,37;0,1;16,16;4,349999905;1,6;0,26
03150;BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR;37;89,5;0,1;0,1;10,1;;1,5;0,2
03151;BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR;39;89,1;0,1;0,1;10,5;;1,5;0,2
03152;BABYFOOD,FRUIT,APPL & RASPBERRY,STR;58;83,8;0,2;0,2;15,6;12,96000004;2,1;0,2
03153;BABYFOOD,FRUIT,APPL & RASPBERRY,JR;58;84;0,2;0,2;15,4;12,96000004;2,1;0,2
03154;BABYFOOD,FRUIT&VEG,APPL&SWT POTATO;63;84;0,3;0,22;15,3;11,60000038;1,4;0,3
03156;BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JR;68;81,1;0,2;0,1;18,4;8,409999847;1,6;0,2
03157;BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR;65;81,7;0,2;0;17,8;10,72999954;1,6;0,53
03158;BABYFOOD,FRUIT,PEARS&PNAPPL,STR;41;88,5;0,3;0,1;10,9;7,789999962;2,6;0,3
03159;BABYFOOD,FRUIT,PEARS&PNAPPL,JR;44;87,8;0,3;0,2;11,4;7,360000134;2,6;0,3
03160;BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STR;63;82,5;0,2;0,1;17;;;0,2
03161;BABYFOOD,PEACHES,DICES,TODD;51;87,4;0,5;0,2;11,8;9,489999771;0,8;0,2
03162;BABYFOOD,FRUIT,PAPAYA&APPLSAUC W/TAPIOCA,STR;70;80,6;0,2;0,1;18,9;;1,4;0,2
03163;BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR;83;79;0,9;0,22;19,7;12,76000023;1,4;0,57
03164;BABYFOOD,FRUIT,APPL&BLUEBERRY,STR;61;83,1;0,2;0,2;16,3;13,93000031;1,8;0,2
03165;BABYFOOD,FRUIT,APPL&BLUEBERRY,JR;62;82,8;0,2;0,2;16,6;8,829999924;1,8;0,19
03166;BABYFOOD,JUICE,APPLE;47;88;0;0,1;11,7;10,69999981;0,1;0,2
03167;BABYFOOD,APPLE-BANANA JUC;51;87,1;0,2;0,1;12,3;11;0,2;0,26
03168;BABYFOOD,JUC,APPL&PEACH;42;89;0,2;0,1;10,5;9,590000153;0,1;0,3
03169;BABYFOOD,APPLE-CRANBERRY JUC;46;88,3;0;0,02;11,49;6,880000114;0;0,19
03170;BABYFOOD,JUC,APPL&PLUM;49;87,3;0,1;0;12,3;11,53999996;0,1;0,3
03171;BABYFOOD,JUC,APPL&PRUNE;73;81,3;0,2;0,1;18;10,57999992;0,1;0,3
03172;BABYFOOD,JUICE,ORANGE;44;88,5;0,6;0,3;10,2;8,260000229;0,1;0,4
03173;BABYFOOD,JUC,ORANGE&APPL;43;88,9;0,4;0,2;10,1;;;0,4
03174;BABYFOOD,JUC,ORANGE&APPL&BANANA;47;87,6;0,4;0,1;11,5;10,02999973;0,1;0,4
03175;BABYFOOD,JUC,ORANGE&APRICOT;46;87,8;0,8;0,1;10,9;;0,1;0,4
03176;BABYFOOD,JUC,ORANGE&BANANA;50;86,9;0,7;0,1;11,9;;;0,4
03177;BABYFOOD,JUC,ORANGE&PNAPPL;48;87,3;0,5;0,1;11,7;;0,1;0,4
03178;BABYFOOD,JUC,PRUNE&ORANGE;70;81,9;0,6;0,3;16,8;;;0,4
03179;BABYFOOD,JUC,MXD FRUIT;47;87,9;0,1;0,1;11,6;8,460000038;0,1;0,2
03181;BABYFOOD,CRL,BARLEY,DRY;365;6,8;11,1;3,4;75,3;3,099999905;8,2;3,4
03184;BABYFOOD,CRL,WHL WHEAT,W/APPLS,DRY;403;1,7;12,6;4,8;77,1;22,20000076;12,2;3,7
03185;BABYFOOD,CEREAL,MIXED,DRY;379;6,7;12,2;4,4;73,3;0,870000005;7,5;3,3
03186;BABYFOOD,CRL,MXD,W/BANANAS,DRY;391;4,5;10,7;4,6;77,1;6,679999828;7,8;3,1
03187;BABYFOOD,CRL,MXD,W/APPLSAUC&BANANAS,STR;82;80;1,2;0,5;17,9;7,789999962;1,2;0,3
03188;BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,JR;83;79,6;1,2;0,4;18,4;7,789999962;1,2;0,4
03189;BABYFOOD,CRL,OATMEAL,DRY;398;6,2;13,6;7,8;69,2;1,49000001;6,6;3,2
03190;BABYFOOD,CRL,OATMEAL,W/BANANAS,DRY;393;4,7;12;6;73,4;13,75;5,2;3,9
03191;BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,STR;73;82,2;1,3;0,7;15,4;10,48999977;0,8;0,4
03192;BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,JR;75;81,8;1,3;0,7;15,7;9,479999542;0,8;0,4
03193;BABYFOOD,CRL,OATMEAL,W/HONEY,DRY;391;5,8;13,5;7;69,3;;;4,4
03194;BABYFOOD,CEREAL,RICE,DRY;391;6,7;7,1;4,9;77,6;0,119999997;0,5;3,6
03195;BABYFOOD,CRL,RICE,W/APPLSAUC&BANANAS,STR;79;81;1,2;0,4;17,1;2,24000001;1;0,3
03197;BABYFOOD,CRL,W/EGG YOLKS,STR;51;88,8;1,9;1,8;7;;0,9;0,5
03198;BABYFOOD,CRL,W/EGG YOLKS,JR;52;88,7;1,9;1,8;7,1;;0,9;0,4
03199;BABYFOOD,CRL,W/EGGS,STR;58;87,2;2,2;1,5;8;;;0,6
03201;BABYFOOD,CRL,EGG YOLKS&BACON,JR;79;85,9;2,5;5;6,2;;0,9;0,4
03205;BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODD;402;5,4;10,5;7,05;74,15;11,09000015;7,8;2,95
03206;BABYFOOD,COOKIE,BABY,FRUIT;435;5,7;6,8;12,6;73,7;24,20000076;3,4;1,2
03209;BABYFOOD,CRACKERS,VEG;476;2;8,4;19,6;66,9;13;4;3,15
03210;BABYFOOD,CRL,RICE,W/MXD FRUIT,JR;79;80,4;0,9;0,2;18,3;10,5;0,6;0,4
03211;BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY;374;5,3;25,4;6,5;57,6;;7,1;5,2
03212;BABYFOOD,CRL,RICE,W/BANANAS,DRY;404;4,7;8,7;4,2;79,9;16,70000076;1;2,5
03213;BABYFOOD,COOKIES;433;5,9;11,8;13,2;67,1;24,89999962;0,2;2
03214;BABYFOOD,COOKIES,ARROWROOT;442;5,6;7,6;14,3;71,2;;0,2;1,4
03215;BABYFOOD,PRETZELS;397;4;10,8;2;82,2;3,079999924;2,3;1
03216;BABYFOOD,TEETHING BISCUITS;398;6,4;9;5;78,03;28,5;1,9;1,57
03217;ZWIEBACK;426;4,5;10,1;9,7;74,2;12,39999962;2,5;1,5
03220;BABYFOOD,DSSRT,DUTCH APPL,STR;75;79,5;0,2;0,4;19,74;17,88999939;1,4;0,16
03221;BABYFOOD,DSSRT,DUTCH APPL,JR;79;80,32;0,2;0,16;19,29;17,88999939;1,4;0,14
03222;BABYFOOD,CHERRY COBBLER,JR;78;79,8;0,3;0,1;19,2;10,39000034;0,2;0,19
03224;BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR;68;81,5;0,2;0,3;17,8;9,149999619;0,3;0,2
03225;BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR;69;81;0,2;0,2;18,4;16,97999954;0,3;0,2
03226;BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR;80;79,8;1,1;0,9;17,7;;0,6;0,6
03227;BABYFOOD,DSSRT,PEACH COBBLER,STR;65;81,8;0,3;0;17,8;10,61999989;0,7;0,24
03228;BABYFOOD,DSSRT,PEACH COBBLER,JR;67;81,2;0,3;0;18,3;11,89000034;0,7;0,24
03233;BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR;81;77,6;1,3;0,3;20,3;10,27999973;0,7;0,5
03235;BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR;59;83,4;0,3;0;16;12,60000038;0,6;0,3
03236;BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR;63;82,2;0,3;0;17,2;12;0,6;0,3
03238;BABYFOOD,DSSRT,TROPICAL FRUIT,JR;60;83,2;0,2;0;16,4;;;0,2
03245;BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR;85;79,9;1,6;2;16;11,5;0;0,5
03246;BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR;86;79,31;1,76;0,98;17,58;12,19999981;0,2;0,37
03265;BABYFOOD,JUC,APPL&GRAPE;46;88,1;0,1;0,2;11,34;10,89999962;0,1;0,26
03266;BABYFOOD,JUC,APPL GRAPE,W/CA;52;86,5;0,2;0,1;12,68;10,60000038;0,4;0,52
03267;BABYFOOD,JUC,FRUIT PUNCH,W/CA;52;86,5;0,2;0,1;12,7;10,60000038;0,4;0,52
03268;BABYFOOD,JUC,APPL&CHERRY;41;89,5;0,1;0,2;9,9;8,979999542;0,1;0,3
03269;BABYFOOD,JUC,APPL,W/CA;45;88,3;0,06;0,1;11,1;9;0,4;0,48
03274;BABYFOOD,DINNER,VEG&CHICK,JR;53;87,76;2,04;1,12;8,66;1,460000038;1,1;0,42
03278;BABYFOOD,DINNER,MXD VEG,STR;41;88,7;1,2;0,1;9,5;;;0,5
03279;BABYFOOD,DINNER,MXD VEG,JR;33;90,6;1;0;7,9;;;0,4
03280;BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR;67;81,5;0,4;0,2;17,8;7,099999905;1,6;0,2
03282;BABYFOOD,VEG,MIX VEG JR;36;89,4;1,4;0,4;8,2;1,779999971;1,5;0,6
03283;BABYFOOD,VEG,GARDEN VEG,STR;32;90;2,3;0,2;6,8;2,569999933;1,5;0,7
03286;BABYFOOD,VEG,MIX VEG STR;36;89,8;1,2;0,5;8,05;1,570000052;1,5;0,45
03287;BABYFOOD,DINNER,BF NOODLE,JR;57;87,8;2,5;1,9;7,4;1,450000048;1,1;0,5
03289;BABYFOOD,APPLS W/HAM,STR;62;85,3;2,6;0,9;10,9;7,980000019;1,8;0,3
03290;BABYFOOD,CARROTS&BF,STR;59;87,3;3,4;2,5;5,7;2,039999962;2,6;0,7
03293;BABYFOOD,PLUMS,BANANAS&RICE,STR;57;85,6;1,1;0,3;12,7;9,300000191;1,3;0,43
03296;BABYFOOD,DINNER,TURKEY,RICE,AND VEG,TODD;59;86,3;3,8;1,6;7,5;0,660000026;0,8;0,8
03297;BABYFOOD,DINNER,APPLS&CHICK,STR;65;85,4;2,16;1,38;10,87;7,900000095;1,8;0,18
03298;BABYFOOD,DINNER,BROCCOLI&CHICK,STR;42;90,84;3,93;1,47;3,23;1;2,3;0,53
03303;BABYFOOD,DINNER,SWT POTATOES&CHICK,STR;74;83,7;2,51;2,17;11,04;5,369999886;1,3;0,58
03304;BABYFOOD,DINNER,POTATOES W/CHS&HAM,TODD;78;81,5;3,5;2;11,5;0,800000012;1,2;1,03
03681;BABYFOOD,CRL,BARLEY,PREP W/WHL MILK;111;74,7;4,6;3,3;16,3;;;1,2
03682;BABYFOOD,CRL,HI PROT,PREP W/WHL MILK;111;74,5;8,7;3,8;11,6;;;1,5
03685;BABYFOOD,CRL,MXD,PREP W/WHL MILK;113;74,6;4,8;3,5;15,9;;1,3;1,1
03686;BABYFOOD,CRL,MXD,W/BANANAS,PREP W/WHL MILK;115;74,3;4,5;3,6;16,6;;1,3;1,1
03689;BABYFOOD,CRL,OATMEAL,PREP W/WHL MILK;116;74,5;5;4,1;15,3;;1,1;1,1
03690;BABYFOOD,CRL,OATMEAL,W/BANANAS,PREP W/WHL MILK;116;74,3;4,7;3,8;16;;;1,2
03693;BABYFOOD,CRL,OATMEAL,W/HONEY,PREP W/WHL MILK;115;74,5;5;3,9;15,3;;;1,3
03694;BABYFOOD,CRL,RICE,PREP W/WHL MILK;115;74,6;3,9;3,6;16,7;;0,1;1,2
03696;BABYFOOD,CRL,RICE,W/HONEY,PREP W/WHL MILK;115;74,4;3,9;3,3;17,1;;;1,3
03704;BABYFOOD,CRL,MXD,W/HONEY,PREP W/WHL MILK;115;74,2;5;3,6;15,9;;;1,2
03711;BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,PREP W/WHL MILK;112;74,4;6,9;3,9;13,4;;;1,5
03712;BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK;117;74,3;4,2;3,5;17;;0,2;1
03800;INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,RTF;66;87,5;1,45;3,37;7,39;5;0;0,29
03801;INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,LIQ CONC;127;75,8;2,79;6,5;14,2;9,699999809;0;0,71
03802;INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,PDR;509;2,5;11,3;26,1;57,32;39,29999924;0;2,78
03803;INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,RTF;66;88,35;1,38;3,5;6,45;7,179999828;0;0,32
03804;INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,LIQ CONC, NOT REC;128;75,47;2,68;6,79;14,44;13,96000004;0;0,62
03805;INF FORMULA,MEAD JOHNSON,ENFAMIL,W/ IRON,PDR;520;3,3;10,8;27;56,2;56;0;2,7
03806;INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,RTF;63;88,35;1,38;3,5;6,45;7,179999828;0;0,32
03807;INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,LIQ CNC, NOT REC;131;75,34;2,76;6,96;14,31;14;0;0,6
03808;INF FORMULA,MEAD JOHNSON,ENFAMIL LIPIL,W/ IRON,PDR;511;3,3;10,8;27;56,2;56;0;2,7
03809;INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,PDR,NOT RECON;511;3,3;10,8;27;56,2;56;0;2,7
03810;INF FORMULA,MEAD JOHNSON,LOFENALAC,W/ IRON,PDR,NOT RECON;462;3,4;15;18;60;50,40000153;0;3,6
03811;INF FORMULA,MEAD JOHNSON,LOFENALAC,W/ IRON,PREP FROM PDR;65;87,1;2,14;2,54;7,71;7,099999905;0;0,51
03813;INF FORMULA,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/ IRON,RTF;66;87,38;1,83;3,5;6,81;5,130000114;0;0,48
03814;INF FORMULA,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/ IRN,PDR,NOREC;500;3;13,9;26;54,2;44,29999924;0;2,9
03815;INF FORMULA,MEAD JOHNSON,ENFAMIL LIPIL,W/ IRON,RTF;64;88,35;1,38;3,5;6,45;7,179999828;0;0,32
03816;INF FORMULA,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,IRN,LIQCNC,NOREC;127;75,7;3,53;6,73;13,12;13,07999992;0;0,92
03817;INF FORMULA,MEAD JOHNSON,ENFAMIL LIPIL,LO IRON,PDR;520;3,3;10,8;27;56,2;56;0;2,7
03819;CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PDR,NOT RECON;483;3;16,5;22;54,8;54;0;3,7
03820;CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PREP FROM PDR;88;82,86;3,33;4,48;8,57;7,400000095;0;0,76
03821;INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PDR,NOT RECON;500;2;14;28;52,8;51;0;3,2
03822;INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PREP FROM PDR;65;87,5;1,82;3,65;6,62;6,630000114;0;0,41
03823;INF FORMULA,MEAD JOHNSON,PROSOBEE,W/ IRON,RTF;63;88,35;1,64;3,5;6,11;6,989999771;0;0,4
03824;INFANT FORMULA,MEAD JOHNSON,PROSOBEE,W/IRON,LIQ CNC, NOT REC;128;75,47;3,19;6,79;13,58;13,57999992;0;0,77
03826;INF FORMULA,MEAD JOHNSON,ENFAMIL,PROSOBEE,IRON,PDR,NOT RECON;510;3;12,5;27;54,3;53;0;3,2
03827;INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE LIPIL,W/ IRON,PDR;521;2,2;10,9;28;56,3;57;0;2,6
03830;INF FORMULA, MEAD JOHNSON, ENF,LAF LIP, W/IR LIQ CON NOT RE;128;75,47;2,68;6,79;14,42;13,96000004;0;0,64
03832;INF FORMULA, MEAD JOHNSON, ENF,  LAF LIP,  RTF;66;88,35;1,38;3,5;6,44;6,440000057;0;0,33
03835;INF FORMULA,MEAD JOHNSON,LO IRON,PDR,NOT RECON;520;2,1;10,9;28;57;;0;2,8
03837;INF FORMULA,ROSS,SIMILAC PM 60/40,LO IRON,PDR,NOT RECON;524;2,25;11,4;28,71;54,94;52,38000107;0;2,7
03838;INF FORMULA,MEAD JOH,ENFAMIL,NUTRLIPIL,W/ IRON,PDR,NOT RE;506;3;13,9;26;54,2;44,29999924;0;2,9
03839;INF FORMULA,ROSS,SIMILAC NAT CARE, ADVANCEE LO IRON,RTF;78;85,07;2,12;4,24;7,82;8,199999809;0;0,75
03840;INF FORMULA,ROSS,SIMILAC SPL CARE ADVNCEE 24,W/ IRON,RTF;79;85,61;2,13;4,27;7,27;8,300000191;0;0,72
03841;INF FORMULA,ROSS,ISOMIL,W/ IRON,RTF;66;87,54;1,61;3,59;6,6;6,699999809;0;0,66
03842;INF FORMULA,ROSS,ISOMIL,W/ IRON,LIQ CONC;128;75,81;3,13;6,98;13,21;13,10000038;0;0,88
03843;INF FORMULA,ROSS,ISOMIL,W/ IRON,PDR,NOT RECON;517;2,5;12,6;28,09;53,57;52,97000122;0;3,24
03844;INF FORMULA,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN LIPIL,W/ IRON LC;126;75,7;3,53;6,73;13,12;9,869999886;0;0,92
03845;INF FORMULA,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN LIPIL,W/ IRN,RTF;63;87,38;1,83;3,5;6,81;5,130000114;0;0,48
03846;INF FORMULA,ROSS,SIMILAC,ALIMENTUM,W/ IRON,RTF;66;87,32;1,8;3,63;6,77;4,400000095;0;0,48
03850;INF FORMULA,ROSS,SIMILAC,W/ IRON,RTF;66;87,79;1,36;3,55;6,92;6,900000095;0;0,38
03851;INF FORMULA,ROSS,SIMILAC,W/ IRON,LIQ CONC,NOT RECON;127;76,16;2,64;6,89;13,52;13,76000023;0;0,79
03852;INF FORMULA,MEAD JOHNSON,ENFAMIL,PROSOBEE LIPIL,W/ IR,PDR;480;3;15,6;21;57,1;56;0;3,3
03853;INF FORMULA,ROSS,SIMILAC,W/ IRON,PDR,NOT RECON;526;2,25;10,89;28,87;54,73;54,72999954;0;3,26
03854;INF FORMULA,MEAD JOHNSON,ENFAMIL,PROSOBEE LIPIL,LIQ CONC;128;75,47;3,19;6,79;13,58;13,57999992;0;0,77
03855;INF FORMULA,ROSS,SIMILAC,LO IRON,RTF;65;87,79;1,36;3,55;6,92;6,929999828;0;0,38
03856;INF FORMULA,ROSS,SIMILAC,LO IRON,LIQ CONC,NOT RECON;127;76,16;2,64;6,89;13,52;13,76000023;0;0,79
03857;INF FORMULA,MEAD JOHNSON,PROSOBEE LIPIL,W/ IRON,RTF;64;88,35;1,64;3,5;6,11;6,110000134;0;0,4
